setting initial condition
minimizing
NVT equilibration
start simulation
   0%|          | 0/5000 [00:00<?, ?it/s]#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
232.5%	1162500	-34733.022428903176	298.6843770887766	1.0548633756237624	243	23:52:10
 28%|██▊       | 1376/5000 [01:37<04:00, 15.05it/s]232.5%	1162600	-34705.50840143202	305.3535087376621	1.058586606352436	243	23:52:10
232.5%	1162700	-35020.83684166972	295.0242967027241	1.0562082572542746	243	23:52:10
 28%|██▊       | 1378/5000 [01:37<03:55, 15.36it/s]232.6%	1162800	-35304.1265540444	308.93785134972643	1.0559509391173987	243	23:52:10
232.6%	1162900	-35101.24215657482	292.3173972170268	1.054080445915133	243	23:52:10
 28%|██▊       | 1380/5000 [01:38<03:53, 15.52it/s]232.6%	1163000	-35182.22868766749	294.7446723748197	1.0527815098911777	243	23:52:10
232.6%	1163100	-34844.40536180287	301.9610375604176	1.0456899754866213	243	23:52:09
 28%|██▊       | 1382/5000 [01:38<03:52, 15.58it/s]232.6%	1163200	-34772.91317430287	295.0907855213914	1.0456899754866213	243	23:52:09
232.7%	1163300	-35053.02100493648	292.22973900560953	1.0514067612906213	243	23:52:09
 28%|██▊       | 1384/5000 [01:38<03:50, 15.70it/s]232.7%	1163400	-34989.48462104559	299.39669380653646	1.0538189169427	243	23:52:09
232.7%	1163500	-35154.65649604559	307.57643128718263	1.0538189169427	243	23:52:09
 28%|██▊       | 1386/5000 [01:38<04:08, 14.56it/s]232.7%	1163600	-34995.64087104559	305.5391358855181	1.0538189169427	243	23:52:09
232.7%	1163700	-34816.59877999572	296.5348792693653	1.0509617155394069	243	23:52:09
 28%|██▊       | 1388/5000 [01:38<04:01, 14.97it/s]232.8%	1163800	-34886.23896342685	287.89389072668166	1.049545227847235	243	23:52:09
232.8%	1163900	-34777.243897014036	288.5148968152339	1.0545411931913236	243	23:52:09
 28%|██▊       | 1390/5000 [01:38<03:56, 15.26it/s]232.8%	1164000	-34908.51843922754	295.71662468449625	1.0522599777064432	243	23:52:09
232.8%	1164100	-35157.778117527196	296.9506044919137	1.0555451435364058	243	23:52:09
 28%|██▊       | 1392/5000 [01:38<04:26, 13.53it/s]232.8%	1164200	-34675.08538839442	290.3442337309889	1.0496636524560772	243	23:52:09
232.9%	1164300	-34878.41469785903	297.7375291343701	1.0470304621487485	243	23:52:09
 28%|██▊       | 1394/5000 [01:39<04:27, 13.49it/s]232.9%	1164400	-34994.51626035903	293.6523711817042	1.0470304621487485	243	23:52:09
232.9%	1164500	-35164.37563535903	288.1834783559053	1.0470304621487485	243	23:52:08
 28%|██▊       | 1396/5000 [01:39<04:13, 14.19it/s]232.9%	1164600	-34984.23392650639	301.29195552876706	1.0525760103932054	243	23:52:08
232.9%	1164700	-34845.07767650639	299.7029477945041	1.0525760103932054	243	23:52:08
 28%|██▊       | 1398/5000 [01:39<04:33, 13.19it/s]233.0%	1164800	-35068.56205150639	296.1965660089395	1.0525760103932054	243	23:52:08
233.0%	1164900	-35329.54056842945	302.3150531208569	1.0571854596076202	243	23:52:08
 28%|██▊       | 1400/5000 [01:39<04:17, 13.97it/s]233.0%	1165000	-34755.42338092945	300.83563549283224	1.0571854596076202	243	23:52:08
233.0%	1165100	-34844.764435292076	302.2491192343552	1.0539791420830555	243	23:52:08
 28%|██▊       | 1402/5000 [01:39<04:07, 14.56it/s]233.0%	1165200	-35035.27811639971	282.38510305209115	1.052986784352378	243	23:52:08
233.1%	1165300	-34995.80784551767	293.31122458141823	1.0470589480403019	243	23:52:08
 28%|██▊       | 1404/5000 [01:39<03:59, 14.99it/s]233.1%	1165400	-35192.55003301767	305.3403522223447	1.0470589480403019	243	23:52:08
233.1%	1165500	-34867.85135344209	305.2512799344662	1.0526669329471339	243	23:52:08
 28%|██▊       | 1406/5000 [01:39<03:54, 15.35it/s]233.1%	1165600	-34933.14822844209	292.06567728574737	1.0526669329471339	243	23:52:08
233.1%	1165700	-34936.09459693363	304.29020225134303	1.0526788572160855	243	23:52:08
 28%|██▊       | 1408/5000 [01:40<03:50, 15.59it/s]233.2%	1165800	-35271.38365943363	294.69620958931966	1.0526788572160855	243	23:52:08
233.2%	1165900	-35130.30553443363	297.4331039857147	1.0526788572160855	243	23:52:08
 28%|██▊       | 1410/5000 [01:40<03:47, 15.79it/s]233.2%	1166000	-35130.73738690434	311.32899733155546	1.0583493100554737	243	23:52:08
233.2%	1166100	-34928.39523664859	301.4598164408039	1.0517509611472122	243	23:52:08
 28%|██▊       | 1412/5000 [01:40<04:15, 14.06it/s]233.2%	1166200	-35049.96554914859	315.2499122399215	1.0517509611472122	243	23:52:08
233.3%	1166300	-34776.56826085676	303.92029291775594	1.0626148557320656	243	23:52:07
 28%|██▊       | 1414/5000 [01:40<04:05, 14.58it/s]233.3%	1166400	-35101.42666713425	295.5238531116578	1.0614570719445426	243	23:52:07
233.3%	1166500	-35229.019186907215	297.30327266386405	1.0605609917741743	243	23:52:07
 28%|██▊       | 1416/5000 [01:40<03:58, 15.02it/s]233.3%	1166600	-35206.581569147354	302.0685315282148	1.0598539112830823	243	23:52:07
233.3%	1166700	-34837.09464746853	295.42059403863556	1.0576196830756286	243	23:52:07
 28%|██▊       | 1418/5000 [01:40<04:07, 14.48it/s]233.4%	1166800	-35006.632586959604	298.756144877386	1.0600771296545406	243	23:52:07
233.4%	1166900	-35272.764602436364	303.4642337576882	1.061479631149898	243	23:52:07
 28%|██▊       | 1420/5000 [01:40<03:59, 14.98it/s]233.4%	1167000	-35034.18527407013	305.6117470148966	1.0633186384308697	244	23:52:07
233.4%	1167100	-34985.22433657013	300.72823828595733	1.0633186384308697	244	23:52:07
 28%|██▊       | 1422/5000 [01:40<03:53, 15.32it/s]233.4%	1167200	-35180.96319776369	304.42944603520664	1.0608109501297183	243	23:52:07
233.5%	1167300	-35319.15923857011	297.39117618838685	1.068582432375054	243	23:52:07
 28%|██▊       | 1424/5000 [01:41<04:24, 13.53it/s]233.5%	1167400	-35051.67394134094	299.0454086892813	1.0674251735909215	243	23:52:06
233.5%	1167500	-34913.71666193791	309.41068035968664	1.0596150038214918	243	23:52:06
 29%|██▊       | 1426/5000 [01:41<04:45, 12.50it/s]233.5%	1167600	-34915.31148505543	308.96489777865395	1.0643909390097985	243	23:52:06
233.5%	1167700	-35084.18520986641	300.3597675071767	1.0631414757555138	243	23:52:06
 29%|██▊       | 1428/5000 [01:41<04:40, 12.72it/s]233.6%	1167800	-34788.54458486641	303.0022540563106	1.0631414757555138	243	23:52:06
233.6%	1167900	-34814.91177236641	304.4481870106606	1.0631414757555138	243	23:52:06
 29%|██▊       | 1430/5000 [01:41<04:34, 13.01it/s]233.6%	1168000	-34763.371038073645	308.3625533751261	1.056594403455503	243	23:52:06
233.6%	1168100	-34498.56784033275	302.88910892555896	1.0568758823624689	243	23:52:06
 29%|██▊       | 1432/5000 [01:41<04:18, 13.81it/s]233.6%	1168200	-35004.68228682183	303.3725328643343	1.0579917757960047	243	23:52:06
233.7%	1168300	-34614.99073346605	290.53705522334735	1.0563580660769234	243	23:52:06
 29%|██▊       | 1434/5000 [01:41<04:19, 13.74it/s]233.7%	1168400	-34867.04114923472	299.55308243704917	1.0551629846741024	243	23:52:06
233.7%	1168500	-35259.034739099705	307.02479091917127	1.0563256651578141	243	23:52:06
 29%|██▊       | 1436/5000 [01:42<04:08, 14.33it/s]233.7%	1168600	-34869.76086613798	298.38613522777786	1.0507629607977031	243	23:52:06
233.7%	1168700	-34938.08899113798	293.62175612378456	1.0507629607977031	243	23:52:06
 29%|██▉       | 1438/5000 [01:42<04:18, 13.78it/s]233.8%	1168800	-34985.96992292738	296.1316589403197	1.0447428424541643	243	23:52:05
233.8%	1168900	-34911.93559520805	299.88994434161185	1.0476193106359217	243	23:52:05
 29%|██▉       | 1440/5000 [01:42<04:16, 13.85it/s]233.8%	1169000	-35036.999451726384	301.9017166391138	1.046840658868667	243	23:52:05
233.8%	1169100	-34890.76221813273	296.27706000289015	1.0497196014202645	243	23:52:05
 29%|██▉       | 1442/5000 [01:42<04:37, 12.83it/s]233.8%	1169200	-34848.2491798744	312.30255734478163	1.050189905153838	243	23:52:05
233.9%	1169300	-34984.48425248699	304.3122309092428	1.048256968053583	243	23:52:05
 29%|██▉       | 1444/5000 [01:42<04:21, 13.62it/s]233.9%	1169400	-34743.69175518316	296.8921931275217	1.045395179225523	243	23:52:05
233.9%	1169500	-34628.18569812679	290.679820420428	1.0419744668315367	243	23:52:05
 29%|██▉       | 1446/5000 [01:42<04:08, 14.29it/s]233.9%	1169600	-34654.05111987199	307.8162706793678	1.0404548075729463	243	23:52:05
233.9%	1169700	-34987.09310065367	296.83241543589264	1.0529266177346097	243	23:52:05
 29%|██▉       | 1448/5000 [01:42<03:59, 14.81it/s]234.0%	1169800	-34890.66183009697	297.97700753825177	1.052291209936957	243	23:52:05
234.0%	1169900	-34894.28100157541	294.62540554251666	1.0531075826339598	243	23:52:05
 29%|██▉       | 1450/5000 [01:43<03:53, 15.22it/s]234.0%	1170000	-35064.54644811762	303.65041822624266	1.048077093424418	243	23:52:05
234.0%	1170100	-34972.74679439701	300.11823064119034	1.0502511871580438	243	23:52:05
 29%|██▉       | 1452/5000 [01:43<03:48, 15.52it/s]234.0%	1170200	-35159.635118699836	297.6086901446271	1.052430678737982	243	23:52:05
234.1%	1170300	-34789.46848807935	299.86935873529836	1.052225241804487	243	23:52:05
 29%|██▉       | 1454/5000 [01:43<04:08, 14.25it/s]234.1%	1170400	-34647.9406019107	290.02812585649957	1.0436177795952435	243	23:52:05
234.1%	1170500	-35177.55334065543	295.1446648425947	1.0508897081826671	243	23:52:04
 29%|██▉       | 1456/5000 [01:43<04:02, 14.64it/s]234.1%	1170600	-35151.438473235845	285.4984309688089	1.0525038457358504	243	23:52:04
234.1%	1170700	-35046.73218949736	298.00617604118776	1.0588199339329472	243	23:52:04
 29%|██▉       | 1458/5000 [01:43<03:56, 14.96it/s]234.2%	1170800	-35033.32896956592	295.78890411290104	1.0539138942843602	243	23:52:04
234.2%	1170900	-35003.9225975133	296.70484693988897	1.0545300479671111	243	23:52:04
 29%|██▉       | 1460/5000 [01:43<03:51, 15.29it/s]234.2%	1171000	-34930.15535062141	292.5828907760905	1.054688171230947	243	23:52:04
234.2%	1171100	-34718.230254398135	295.5144955993829	1.064973401792845	244	23:52:04
 29%|██▉       | 1462/5000 [01:43<03:47, 15.53it/s]234.2%	1171200	-35104.845013416256	299.54264745343716	1.0600057241278857	244	23:52:04
234.3%	1171300	-35141.907513416256	297.63626382158213	1.0600057241278857	244	23:52:04
 29%|██▉       | 1464/5000 [01:43<03:45, 15.71it/s]234.3%	1171400	-34835.030514539976	293.03923472545097	1.0527492076513316	244	23:52:04
234.3%	1171500	-35036.58117499124	301.67715103838634	1.050939357304915	243	23:52:04
 29%|██▉       | 1466/5000 [01:44<04:12, 13.98it/s]234.3%	1171600	-34657.844954513916	296.19278328241796	1.043596354168261	243	23:52:04
234.3%	1171700	-34671.51681270808	297.77131151038634	1.0447430093579437	244	23:52:04
 29%|██▉       | 1468/5000 [01:44<04:03, 14.52it/s]234.4%	1171800	-34839.320750355604	289.7952219731604	1.0413822259737062	243	23:52:04
234.4%	1171900	-34778.734812855604	293.27843934943564	1.0413822259737062	243	23:52:04
 29%|██▉       | 1470/5000 [01:44<04:18, 13.64it/s]234.4%	1172000	-34686.32430544277	303.0782102842758	1.0408930570012966	243	23:52:04
234.4%	1172100	-34605.80868044277	292.7650029150475	1.0408930570012966	243	23:52:04
 29%|██▉       | 1472/5000 [01:44<04:06, 14.30it/s]234.4%	1172200	-34845.490341149445	308.2484828597266	1.0440029979862384	244	23:52:03
234.5%	1172300	-34905.208200790774	303.4539657157148	1.048227448518672	244	23:52:03
 29%|██▉       | 1474/5000 [01:44<03:57, 14.83it/s]234.5%	1172400	-35085.356638290774	286.7782020567403	1.048227448518672	244	23:52:03
234.5%	1172500	-35087.09654026787	302.9736250609035	1.052259707153455	244	23:52:03
 30%|██▉       | 1476/5000 [01:44<03:51, 15.20it/s]234.5%	1172600	-34517.09654026787	291.29600067946086	1.052259707153455	244	23:52:03
234.5%	1172700	-34660.58883744446	296.45443151419505	1.0530549152117523	244	23:52:03
 30%|██▉       | 1478/5000 [01:44<03:47, 15.46it/s]234.6%	1172800	-34660.72164994446	305.46636654143555	1.0530549152117523	244	23:52:03
234.6%	1172900	-34697.016862599936	291.39139822768783	1.0543594266453715	244	23:52:03
 30%|██▉       | 1480/5000 [01:45<04:02, 14.49it/s]234.6%	1173000	-34637.19805719727	298.38051208201415	1.0512887852945814	244	23:52:03
234.6%	1173100	-34249.54180719727	297.49336298456467	1.0512887852945814	244	23:52:03
 30%|██▉       | 1482/5000 [01:45<04:08, 14.15it/s]234.6%	1173200	-34711.69946974245	310.947795514311	1.0578329301680098	244	23:52:03
234.7%	1173300	-34815.02759474245	314.61936081628915	1.0578329301680098	244	23:52:03
 30%|██▉       | 1484/5000 [01:45<03:59, 14.68it/s]234.7%	1173400	-35129.8571542688	306.0461679085908	1.0523795605787916	244	23:52:03
234.7%	1173500	-34804.070171005995	299.0410453198353	1.0464923768559398	244	23:52:03
 30%|██▉       | 1486/5000 [01:45<03:52, 15.10it/s]234.7%	1173600	-35176.499858505995	308.58892180282356	1.0464923768559398	244	23:52:03
234.7%	1173700	-34940.05794534634	299.2580083974243	1.0453839172861943	244	23:52:03
 30%|██▉       | 1488/5000 [01:45<03:47, 15.41it/s]234.8%	1173800	-35241.370701599546	289.46385176376214	1.0511210357080656	244	23:52:03
234.8%	1173900	-35109.527592120954	294.33648805956756	1.0526279888175323	244	23:52:03
 30%|██▉       | 1490/5000 [01:45<03:44, 15.64it/s]234.8%	1174000	-35017.14193393194	300.44676558434446	1.058241861227676	244	23:52:03
234.8%	1174100	-34987.00130893194	294.0774974127066	1.058241861227676	244	23:52:03
 30%|██▉       | 1492/5000 [01:45<03:42, 15.80it/s]234.8%	1174200	-34946.174642251455	299.27972355639093	1.057729015529856	244	23:52:02
234.9%	1174300	-34760.25871039968	306.54606631181576	1.0546202472753763	244	23:52:02
 30%|██▉       | 1494/5000 [01:45<03:57, 14.78it/s]234.9%	1174400	-34872.805443867284	300.61612266465994	1.0572652143857315	244	23:52:02
234.9%	1174500	-34519.976098642306	305.50198488975815	1.0577807486499156	244	23:52:02
 30%|██▉       | 1496/5000 [01:46<03:51, 15.14it/s]234.9%	1174600	-34857.499536142306	306.77675569617827	1.0577807486499156	244	23:52:02
234.9%	1174700	-35038.33894334917	304.72409056724524	1.052615016872829	244	23:52:02
 30%|██▉       | 1498/5000 [01:46<04:00, 14.57it/s]235.0%	1174800	-35177.6624276785	298.333945846659	1.0577675261126593	244	23:52:02
235.0%	1174900	-34708.7405526785	299.0224945140783	1.0577675261126593	244	23:52:02
 30%|███       | 1500/5000 [01:46<03:52, 15.06it/s]235.0%	1175000	-34909.914772302815	295.3617240429608	1.0614109742091833	244	23:52:02
235.0%	1175100	-34831.57832892449	302.7272884588186	1.053994878996925	244	23:52:02
 30%|███       | 1502/5000 [01:46<03:47, 15.37it/s]235.0%	1175200	-34920.89082892449	310.17020419852054	1.053994878996925	244	23:52:02
235.1%	1175300	-34989.5726437493	305.7347636990008	1.053401368871896	244	23:52:02
 30%|███       | 1504/5000 [01:46<03:43, 15.63it/s]235.1%	1175400	-34628.055356028955	289.1940321877295	1.0493245266269389	244	23:52:02
235.1%	1175500	-34872.008481028955	292.68460958836687	1.0493245266269389	244	23:52:02
 30%|███       | 1506/5000 [01:46<03:58, 14.68it/s]235.1%	1175600	-35003.49561706418	286.4887338218497	1.0502378927017784	244	23:52:02
235.1%	1175700	-35082.47310591937	296.20208573973525	1.047337131290322	244	23:52:02
 30%|███       | 1508/5000 [01:46<03:52, 15.04it/s]235.2%	1175800	-34977.14762233448	295.99566234163535	1.04807270892672	244	23:52:02
235.2%	1175900	-35189.33373892101	299.05686355990986	1.0545852818013601	244	23:52:02
 30%|███       | 1510/5000 [01:47<04:01, 14.46it/s]235.2%	1176000	-35372.10959596609	304.9653167900125	1.059729296238579	244	23:52:01
235.2%	1176100	-35215.89210481779	303.5525063571273	1.0589495416182333	244	23:52:01
 30%|███       | 1512/5000 [01:47<04:08, 14.04it/s]235.2%	1176200	-34967.13144368047	305.05749365646835	1.0481546759020297	244	23:52:01
235.3%	1176300	-35054.31113118047	305.25886377870637	1.0481546759020297	244	23:52:01
 30%|███       | 1514/5000 [01:47<03:58, 14.63it/s]235.3%	1176400	-34936.78025939278	297.4077655483815	1.04868825973935	244	23:52:01
235.3%	1176500	-35233.10271673088	305.44866374610916	1.0493300111788595	244	23:52:01
 30%|███       | 1516/5000 [01:47<03:52, 14.99it/s]235.3%	1176600	-34957.04141164088	292.7044536480414	1.0495199418032506	244	23:52:01
235.3%	1176700	-35217.63277774787	309.7465413108615	1.049669460541503	244	23:52:01
 30%|███       | 1518/5000 [01:47<03:48, 15.23it/s]235.4%	1176800	-35135.6654055719	305.11176173291466	1.0452740767873547	244	23:52:01
235.4%	1176900	-35243.43134363147	307.9797738717765	1.046689113350748	244	23:52:01
 30%|███       | 1520/5000 [01:47<04:00, 14.49it/s]235.4%	1177000	-34992.657431371685	287.6868707597493	1.0444782812779019	244	23:52:01
235.4%	1177100	-35067.07198617488	292.76416554266166	1.0455424664894355	244	23:52:01
 30%|███       | 1522/5000 [01:47<04:13, 13.72it/s]235.4%	1177200	-34720.99083398757	306.671985086742	1.0485077241229164	244	23:52:01
235.5%	1177300	-34936.26427148757	299.83480515644777	1.0485077241229164	244	23:52:01
 30%|███       | 1524/5000 [01:48<04:03, 14.28it/s]235.5%	1177400	-35053.80393002776	297.37655632963686	1.0500141749500365	244	23:52:01
235.5%	1177500	-34787.35627531403	302.7386706911819	1.049899507801425	244	23:52:01
 31%|███       | 1526/5000 [01:48<03:55, 14.78it/s]235.5%	1177600	-35092.51863990014	310.86046018640474	1.0522622437038371	244	23:52:01
235.5%	1177700	-35056.87801490014	302.58818315328836	1.0522622437038371	244	23:52:01
 31%|███       | 1528/5000 [01:48<03:49, 15.15it/s]235.6%	1177800	-34925.99520240014	310.17570162865013	1.0522622437038371	244	23:52:00
235.6%	1177900	-35245.699204606906	302.4281788983991	1.057300623194921	244	23:52:00
 31%|███       | 1530/5000 [01:48<03:54, 14.78it/s]235.6%	1178000	-35088.37859025312	293.7454886884158	1.0625021264068386	244	23:52:00
235.6%	1178100	-35012.08617943764	296.11188689063636	1.0569947489106148	244	23:52:00
 31%|███       | 1532/5000 [01:48<04:00, 14.39it/s]235.6%	1178200	-34874.615703012154	299.23673704795783	1.059180725173133	244	23:52:00
235.7%	1178300	-34991.74133079604	301.4846960579287	1.060775753293808	244	23:52:00
 31%|███       | 1534/5000 [01:48<04:09, 13.88it/s]235.7%	1178400	-34896.2972711848	297.3026641054821	1.056996490671324	244	23:52:00
235.7%	1178500	-34663.00891270139	307.3967172974988	1.0583277230830095	244	23:52:00
 31%|███       | 1536/5000 [01:48<04:00, 14.40it/s]235.7%	1178600	-34755.39172520139	299.73780618546857	1.0583277230830095	244	23:52:00
235.7%	1178700	-34739.644291707256	300.1300410112429	1.0542986373110783	244	23:52:00
 31%|███       | 1538/5000 [01:48<03:52, 14.87it/s]235.8%	1178800	-34867.838351811864	304.37210908397753	1.0508439603627138	244	23:52:00
